Name,Company Domain Name,City,State/Region,Country/Region,Postal Code,Phone Number,Company Email,Industry,Description,Annual Revenue,Number of Employees,Client Tier,Industry Tier,Ownership Type,Founding Year,World Market Leader,Niche Leadership,Pipeline Priority Score,In Pipeline,Already in DB,Data Completeness %,Source Lists,Source Count,Target Contact Role
Contraf-Nicotex-Tobacco GmbH,cntleaf.com,Heilbronn,Baden-Württemberg,DE,74072.0,07131-89855-0,info@cntleaf.de,Tabakindustrie,"Erwerb, Herstellung und Bearbeitung sowie Vertrieb von Rohtabaken.",297000000,1000,2,tier1,Siemann,1982,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Stratec SE,stratec.com,Birkenfeld (Württemberg),Baden-Württemberg,DE,75217.0,07082-7916-0,info@stratec.com,Medizintechnik,Stratec entwickelt und fertigt vollautomatische Analysensysteme für die In-vitro-Diagnostik.,274600000,1481,2,tier1,Leistner,1979,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Laurens Spethmann Holding,lsh-ag.de,Seevetal,Niedersachsen,DE,21218.0,04105-504-0,info@otg.de,Industrie,"Die OTG, die Ostfriesische Tee Gesellschaft, verarbeitet und vertreibt Tee.",275685559,1310,2,tier1,Spethmann,1907,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Schlüter Baumaschinen GmbH,schlueter-baumaschinen.de,Erwitte,Nordrhein-Westfalen,DE,59597.0,02943-987-0,erwitte@schlueter-baumaschinen.de,Maschinenbauhändler,Das Unternehmen Schlüter hat sich auf Baumaschinen spezialisiert.,276700000,507,2,tier1,Schlüter,1964,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Leonhard Moll Betonwerke GmbH & Co KG,moll-betonwerke.de,München,Bayern,DE,80337.0,089-741148-50,info@moll-betonwerke.de,Industrie,"Die Leonhard Moll Betonwerke fertigen Betonprodukte, die für den Streckenbau bei der Eisenbahn verwendet werden.",280000000,300,2,tier1,Leonhard Moll AG,1894,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
SIAG Industrie GmbH,siag.de,Leipzig,Sachsen,DE,4347.0,0341-2391-0,info@siag-group.com,Metallverarbeitung,"Siag Industrie ist eine Firma, die sich darauf spezialisiert hat, die Energiebranche mit Teilen für den On- und Offshorebereich zu beliefern.",280000000,700,2,tier1,Taterra,1999,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Otto Suhner Gesellschaft mit beschränkter Haftung,suhner.com,Bad Säckingen,Baden-Württemberg,DE,79713.0,07761-557-0,info.de@suhner.com,Metallverarbeitung,"Otto Suhner ist ein weltweit agierendes Unternehmen, das sich zur Aufgabe gemacht hat, industrielle Spezialwerkzeuge und Sonderkomponenten herzustellen.",280000000,700,2,tier1,Suhner Holding AG (Schweiz),1864,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Schlüter-Systems KG,schlueter.de,Iserlohn,Nordrhein-Westfalen,DE,58640.0,02371-9710,info@schlueter.de,Baustoffindustrie,Schlüter Systems stellt Belagssysteme und -konstruktionen her und vertreibt diese auch.,280000000,1100,2,tier1,Schlüter,1966,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Flottweg SE,flottweg.com,Vilsbiburg,Bayern,DE,84137.0,08741-301-0,mail@flottweg.com,Maschinenbau,Flottweg ist einer der weltweit führenden Herstellern von Dekantierzentrifugen.,282000000,1100,2,tier1,3 Stiftungen,1932,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Alberdingk Boley GmbH,alberdingk-boley.de,Krefeld,Nordrhein-Westfalen,DE,47829.0,02151-528-0,info@alberdingk-boley.de,Industrie,Alberdingk Boley ist ein Hersteller von hochwertigen Bindemitteln für die Industrie. Zudem hält Alberdingk Boley die Marktführerposition in der Veredlung von Rizinusöl als nachwachsender Rohstoff für die weiterverarbeitende Industrie.,282300000,327,2,tier1,,1772,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Tyczka Gruppe,tytogaz.de,Geretsried,Bayern,DE,82538.0,08171-627-0,info@tyczka.de,Flüssiggase und Industriegase,Die Tyczka Gruppe bildet mit ihrem Unternehmensverbund eines der führenden Energieunternehmen in Deutschland und konzentriert sich auf Flüssiggas und Industriegase.,283056000,538,2,tier1,Tyczka,1924,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Ponnath Holding GmbH & Co.KG,ponnath.de,Kemnath,Bayern,DE,95478.0,09642-30-0,ponnath@ponnath.de,Industrie,Ponnath - die Meistermetzger mit Hauptsitz im bayerischen Kemnath ist Deutschlands ältester national tätiger Metzgereibetrieb.,284300000,983,2,tier1,Ponnath,1692,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Willi Weber GmbH & Co. KG,tabakweber.de,Dieburg,Hessen,DE,64807.0,06071-2092-0,info@tabakweber.de,Tabakindustrie,"Die Willi Weber GmbH & Co. KG ist ein mittelständischer Großhändler für Tabakwaren, Genussmittel sowie einer der führenden Automatenaufsteller.",285000000,170,2,tier1,Weber/Zehfuß,1925,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
JAB ANSTOETZ GROUP,jab.de,Bielefeld,Nordrhein-Westfalen,DE,33719.0,0521 20930,jabverkauf@jab.de,Möbelindustrie,"Die JAB Anstoetz KG ist weltweit der international führende Stoff- und Teppichverlag. Für anspruchsvollen Lifestyle steht auch die Unternehmenstochter Golf House, die mit ihrem hochkarätigen Portfolio aus Equipment und Service zu den führenden Golfeinzelhändlern Europas zählt.",285000000,1400,2,tier1,Anstoetz,1946,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
"BWF Offermann, Waldenfels & Co. KG",bwf-group.de,Offingen,Bayern,DE,89362.0,08224-71-0,info@bwf-group.de,Industrie,"Die BWF Group ist eine international tätige Gruppe im Bereich Filtermedien für die industrielle Entstaubung,technische Filze und Extrudierte und tiefgezogene Kunststoffteile.",285000000,1800,2,tier1,Offermann/von Waldenfels,1892,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
VESTEL Germany GmbH,vestel-germany.de/de,Garching b. München,Bayern,DE,85748.0,089-55295-0,info@vestel-germany.de,Industrie,Die Firma Vestel agiert als Vertriebsgesellschaft für Konsumgüter.,266000000,49,2,tier1,Zorlu Group (Türkei),1996,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Dr. Babor GmbH & Co. KG,de.babor.com,Aachen,Nordrhein-Westfalen,DE,52078.0,0 241 / 5296 - 0,service@babor.de,Industrie,"Auf der ganzen Welt findet man die Kosmetikprodukte von BABOR in exklusiven Kosmetikinstituten, Spas, Hotels oder in den eigenen Flagshipstores.",266000000,1000,2,tier1,Vossen/Grablowitz/Bonacker,1956,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
TQ-Systems GmbH,tq-group.com,Seefeld,Bayern,DE,82229.0,08153-9308-0,info@tq-group.com,Industrie,TQ-Systems ist ein Systemlieferant elektronischer Baugruppen und Systeme.,266314774,1380,2,tier1,Schneider,1994,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Westfälische Fleischwarenfabrik Stockmeyer GmbH,heristo.de,Sassenberg,Nordrhein-Westfalen,DE,48336.0,05426-82-0,info@stockmeyer.de,Industrie,"Stockmeyer ist eine Unternehmensgruppe aus der Lebensmittelindustrie, die Wurst- und Fleischwaren produziert.",266700000,650,2,tier1,heristo holding gmbh,1913,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
OLYMP Digital KG,olymp.com,Bietigheim-Bissingen,Baden-Württemberg,DE,74321.0,07142-592-0,mail@olymp.com,Textilindustrie,Olymp ist ein Unternehmen aus der Bekleidungsindustrie.,268000000,920,2,tier1,Bezner,1951,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
ante-Gruppe,ante-holz.de,Bromskirchen,Hessen,DE,59969.0,02984-308-0,info@ante-holz.de,Holzindustrie,Das 1927 gegründete Unternehmen Ante Holz zählt zu den leistungsfähigsten Betrieben der Holzindustrie in ganz Europa.,269000000,1200,2,tier1,Ante,1927,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Canyon Bicycles GmbH,canyon.com/de-de,Koblenz,Rheinland-Pfalz,DE,56073.0,0261 94 90 30 00,,Industrie,"Die Canyon Bicycles GmbH ist ein deutscher Fahrradhersteller von Rennrädern, Mountainbikes und Triathlonrädern.",269200000,701,2,tier1,Arnold,2002,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
TENTE International GmbH,tente.de,Köln,Nordrhein-Westfalen,DE,50668.0,0221-70211415,info@tente.de,Industrie,"Tente ist mit seinen 30 Tochtergesellschaften der Spezialist für Räder, Rollen und intelligente Mobilitätslösungen.",269900000,1560,2,tier1,"TENTE Stiftung, Fricke",1923,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Weinmann Aach AG,weinmann-aach.de,Dornstetten,Baden-Württemberg,DE,72280.0,07443-2402-0,info@weinmann-aach.de,Metallhandel,"Die Weinmann Aach AG ist ein seit 1950 bestehendes mittelständisches Metallhandelsunternehmen mit Sitz in Dornstetten (Baden-Württemberg). Mit einem ständig wachsenden Maschinenpark, der inzwischen über 40 Sägen umfasst, können kundenspezifische Wünsche im Bereich Zuschnitte und Veredelung realisiert werden.",270000000,380,2,tier1,Weinmann,1950,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Continental Emitec GmbH,emitec.com,Lohmar,Nordrhein-Westfalen,DE,53797.0,02246-109-0,info@emitec.com,Automobilzulieferer,Continental Emitec ist weltweit führend im Bereich Metallträger für Abgas-Katalysatoren und metallische Dieselpartikelfilter für Kraftfahrzeuge und mobile Maschinen.,270000000,900,2,tier1,Schaeffler,1986,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
MEDICE Arzneimittel Pütter GmbH & Co. KG,medice.de,Iserlohn,Nordrhein-Westfalen,DE,58638.0,02371-937-0,info@medice.de,Industrie,"Das mittelständische Pharmaunternehmen Medice aus Iserlohn entwickelt, produziert und vermarktet neue Arzneimittel, sowie Generika.",270900000,850,2,tier1,Pütter-Ammer,1949,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Fruchtimport vanWylick GmbH,vanwylick.de,Düsseldorf,Nordrhein-Westfalen,DE,40476.0,0211-9488-319,info@vanwylick.de,Industrie,vanWylick ist eines der führenden Großhandelsunternehmen im deutschen Fruchtmarkt.,271200000,300,2,tier1,Allerding,1937,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Mundipharma GmbH,mundipharma.de,Limburg a. d. Lahn,Hessen,DE,65549.0,06431-701-0,info@mundipharma.de,Pharmaindustrie,"Mundipharma ist eines der führenden mittelständischen, Pharmaunternehmen in den Bereichen Schmerztherapie, Wundbehandlung und Atemwegstherapie.",273100000,165,2,tier1,Sackler,1967,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
GLATT GmbH,glatt.com,Binzen,Baden-Württemberg,DE,79589.0,07621-664-0,info@glatt.com,Industrie,"Die Glatt Group ist ein Familienunternehmen in dritter Generation, das sich auf Wirbelschichtanlagen spezialisiert hat.",273810730,416,2,tier1,Nowak / Glatt,1954,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Carl Stahl GmbH,carlstahl-group.com,Süßen,Baden-Württemberg,DE,73079.0,07162-40070,info@carlstahl.com,Metallverarbeitung,Die Carl Stahl Unternehmensgruppe ist mit ihren Beteiligungen weltweit tätig. Der familiengeführte Konzern agiert mit 65 eigenen Standorten und zahlreichen Vertriebspartnern auf allen Kontinenten. Dabei bietet jede einzelne Beteiligung innovative und zukunftsweisende Lösungen in ihren jeweiligen Bereichen.,257000000,1660,2,tier1,Stahl Nachf.,1880,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Steinbeis Holding,stp.de,Glückstadt,Schleswig-Holstein,DE,25348.0,04124-911-0,info@stp.de,Industrie,"Steinbeis Papier produziert Rollenoffsetpapiere, Multifunktionspapiere und farbige Papiere.",257521362,326,2,tier1,Steinbeis,1764,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Betty Barclay Group GmbH & Co. KG,bettybarclay.com,Nußloch,Baden-Württemberg,DE,69226.0,06224-900-0,info@bettybarclay.de,Textilindustrie,Betty Barclay produziert und vertreibt Damenmode sowie Accessoires.,258000000,1139,2,tier1,Winter,1938,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Mannstaedt GmbH,mannstaedt.de,Troisdorf,Nordrhein-Westfalen,DE,53840.0,02241-84-0,info@mannstaedt.de,Metallverarbeitung,Die Mannstaedt-Werke sind ein Hersteller von warmgewalzten Spezialprofilen für unterschiedlichste Anwendungen in der Automobilindustrie.,258800000,708,2,tier1,Georgsmarienhütte Dr. Großmann,1825,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
SAXONIA Edelmetalle GmbH,saxonia.de,Halsbrücke,Sachsen,DE,9633.0,03731-782-0,saxonia@saxonia.de,Industrie,Saxonia Edelmetalle ist in den Bereichen Edelmetall-Recycling und Edelmetall-Verarbeitung tätig.,260000000,355,2,tier1,Wickeder Westfalenstahl,1993,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Bergader Privatkäserei GmbH,bergader.de,Waging am See,Bayern,DE,83329.0,08681-404-0,info@bergader.de,Industrie,"Bergader ist eine Käserei in Waging am See, Bayern.",260000000,690,2,tier1,Kress,1902,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Emil Lux GmbH & Co. KG,lux-tools.com,Wermelskirchen,Nordrhein-Westfalen,DE,42929.0,02196-76-4000,info@lux-tools.de,Werkzeugbau,Lux Tools ist ein Hersteller von Werkzeugen und anderen Produkten aus dem zumeist von Baumärkten ausgefüllten Do-it-yourself Bereich.,260000000,1000,2,tier1,OBI Group,1918,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
PMG Holding GmbH,pmgsinter.com,Füssen,Bayern,DE,87629.0,08362-506114,susanne.leonhart@pmgsinter.com,Automobilzulieferer,Die Powder Metal Group (PMG) ist auf Mobilitätslösungen in Stahl spezialisiert.,260000000,1200,2,tier1,Vermögensverw. Erben Goldschmidt,1960,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Stute Nahrungsmittelwerke GmbH & Co. KG,stute-fruits.de,Paderborn,Nordrhein-Westfalen,DE,33098.0,05251-1700,mail@stute-fruits.de,Industrie,Die Stute Nahrungsmittelwerke sind ein europaweit agierender Lebensmittel- und Fruchtsaftproduzent.,260345303,401,2,tier1,Stute,1885,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Olsen Germany GmbH,olsenfashion.com/?cl=srintro&redirected=1,Hamburg,Hamburg,DE,22763.0,040-85560-0,info@olsen.de,Textilindustrie,Olsen ist eine deutsche Lifestylemarke.,262000000,262,2,tier1,Veldhoven Group (Niederlande),1901,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
KTR Systems GmbH,ktr.com,Rheine,Nordrhein-Westfalen,DE,48432.0,05971-798-0,mail@ktr.com,Maschinenbau,"KTR ist ein Hersteller von Antriebskomponenten, Bremssystemen, Hydraulikkomponenten und Kühlsystemen.",262000000,1100,2,tier1,Dr. Mareike Tacke-Reichert,1959,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
ESF Elbe-Stahlwerke Feralpi GmbH,feralpi.de,Riesa,Sachsen,DE,1591.0,03525-749-0,,Metallindustrie,Die Elbe-Stahlwerke sind eines der modernsten Stahl- und Walzwerke Europas.,263000000,425,2,tier1,Gruppo Feralpi (Italien),1843,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
August Rüggeberg GmbH & Co. KG,pferd.com,Marienheide,Nordrhein-Westfalen,DE,51709.0,02264-9-0,info@pferd.com,Werkzeugbau,"Die Firma August Rüggeberg ist ein international agierendes Industrieunternehmen, das die Werkzeugmarke Pferd produziert und vertreibt und unter diesem Namen bekannter als unter dem eigentlichen Firmennamen ist.",263927000,1950,2,tier1,Familie Rüggeberg,1799,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Chemische Fabrik Budenheim KG,budenheim.com,Budenheim,Rheinland-Pfalz,DE,55257.0,06139-89-0,info@budenheim.com,Industrie,Die Chemische Fabrik Budenheim gehört zu den weltweit führenden Herstellern reiner Phosphorsäure und Phosphaten.,264000000,1000,2,tier1,Oetker,1908,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Strama-MPS Maschinenbau GmbH & Co. KG,strama-mps.de,Straubing,Bayern,DE,94315.0,09421-739-0,marketing@strama-mps.de,Maschinenbau,"Die Strama Group mit ihren Tochterunternehmen ist DER Sondermaschinenbauer, der sich als Komplettlöser eine herausragende Stellung als Technologieführer in der Automobilindustrie erarbeitet hat. Strama-MPS liefert hierfür aus einer Hand Maschinen und Anlagen, die die Prozesskette vom Zerspannen über Reinigen bis hin zur Montage und Prüfung bedienen.",264200000,1690,2,tier1,Rösner / Wittl / Petzko / Schmidbauer,1946,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Banner Batterien Deutschland GmbH,bannerbatterien.com/de/Home,Allershausen,Bayern,DE,85391.0,08166-68690,office.bda@bannerbatterien.com,Automobilindustrie,"Die Banner Batterien Deutschland vertreibt Starterbatterien, AGS-Batterien, Reifenauswuchtgewichte und und Zubehör.",265000000,805,2,tier1,Bawart Familie (Österreich),1937,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
RUD Ketten Rieger & Dietz GmbH u. Co. KG,rud.com,Aalen,Baden-Württemberg,DE,73432.0,07361-504-0,rudketten@rud.de,Metallverarbeitung,RUD bietet mit seinen Hauptentwicklungs- und Produktionsstandorten in Aalen als schwäbische Ideenschmiede zukunftsweisende Problemlösungen mit Kettensystemen und Bauteilen für vielfältige Einsatzgebiete.,250000000,1700,2,tier1,Rieger,1875,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
G.RAU-Gruppe,g-rau.de,Pforzheim,Baden-Württemberg,DE,75172.0,07231-208-0,info@g-rau.de,Industrie,"G. Rau hat sich auf Lösungen und Produkte rund um das Thema Metall spezialisiert. Das Lieferprogramm beinhaltet unter anderem Thermobimetalle, Teile und Baugruppen und Metall-Kunststoff-Verbundteile.",250200000,1600,2,tier1,Rau,1877,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Manz AG,manz-automation.com,Reutlingen,Baden-Württemberg,DE,72768.0,07121-9000-0,info@manz.com,Maschinenbau,Manz ist ein weltweit agierender Maschinenbauer im Hightech-Bereich.,251000000,1407,2,tier1,Manz,1987,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
VS Vereinigte Spezialmöbelfabriken GmbH & Co. KG,vs-moebel.de,Tauberbischofsheim,Baden-Württemberg,DE,97941.0,09341-88-0,vs@vs-moebel.de,Möbelindustrie,VS Vereinigte Spezialmöbelfabriken ist Deutschlands führender Schulmöbelhersteller mit weltweiter Präsenz. Auch als Büroeinrichter ist das 1898 gegründete Unternehmen erfolgreich.,251350000,1301,2,tier1,Müller,1898,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
FingerHaus GmbH,fingerhaus.de,Frankenberg (Eder),Hessen,DE,35066.0,06451-504-0,info@fingerhaus.de,Industrie,"Das mittelständische Familienunternehmen FingerHaus gehört zu einem der größten Hersteller von Häusern in Holzfertigbauweise mit höchsten ökologischen Ansprüchen. Außerordentliche Qualität, einfallsreiche Architektur, und ökologisch sinnvolle und ressourcenschonende Bauweise kennzeichnen das Arbeitsprinzip des Unternehmens.",253000000,471,2,tier1,Finger-Cronau/Ochse/Schäfer,1820,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Leineweber GmbH & Co. KG,brax.de,Herford,Nordrhein-Westfalen,DE,32051.0,05221-592-0,info@brax.com,Textilindustrie,"Leineweber ist ein Bekleidungsunternehmen, das seine Produkte unter dem Markennamen Brax verkauft.",253000000,1190,2,tier1,Tengelmann,1888,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Meffert AG Farbwerke,meffert.com,Bad Kreuznach,Rheinland-Pfalz,DE,55543.0,0671-870-0,mail@meffert.com,Industrie,Meffert ist ein international ausgerichteter Hersteller von Bautenfarben und Produkten für den Schutz von Bauwerken.,253281725,1447,2,tier1,Meffert,1947,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Dr. Fritz Faulhaber GmbH & Co. KG,faulhaber.com,Schönaich,Baden-Württemberg,DE,71101.0,07031-6380,info@faulhaber.de,Industrie,"Faulhaber ist eine Firma, deren Schwerpunkt in der Produktion von Miniatur- und Mikroantriebstechnologie liegt.",253300000,1986,2,tier1,Faulhaber,1947,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
SUBARU-Deutschland Gesellschaft mit beschränkter Haftung,subaru.de,Friedberg (Hessen),Hessen,DE,61169.0,06031-606-0,subaru@subaru.de,Automobilindustrie,"Subaru ist der weltgrößte Hersteller von Geländewagen und die Automarke von Fuji Heavy Industries (FHI), einem der größten japanischen Hersteller von Transporttechnologie.",255000000,120,2,tier1,Emil Frey (Schweiz),1917,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Schmidt + Clemens Gruppe,schmidt-clemens.de,Lindlar,Nordrhein-Westfalen,DE,51789.0,02266-92-0,info@schmidt-clemens.de,Metallverarbeitung,Schmidt + Clemens ist ein Hersteller von hochlegiertem Edelstahl und Edelstahlprodukten.,255000000,1000,2,tier1,"Schmidt-Krayer, Chatelain",1879,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Reifen Göggel,reifen-goeggel.de,Gammertingen,Baden-Württemberg,DE,72501.0,075-74-93130,info@reifen-goeggel.de,Industrie,"Reifen Göggel ist ein Unternehmen, das Reifen, Felgen und Zubehör vertreibt.",256000000,160,2,tier1,Göggel,1982,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Geschäftsführer/CEO
Walter Stauffenberg GmbH & Co. KG,stauff.com,Werdohl,Nordrhein-Westfalen,DE,58791.0,02392-916-0,sales@stauff.com,Industrie,STAUFF ist ein marktführenden Entwickler und Hersteller fluidtechnischer Komponenten.,256000000,1400,2,tier1,LUKAD Holding GmbH & Co. KG,1964,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Megatech Automotive Europe GmbH,megatech-industries.com/de/standorte/deutschland,Feldkirchen,Bayern,DE,85622.0,089-540236-0,info.de@mgtindustries.com,Automobilindustrie,"Megatech Automotive Europe ist ein Unternehmen, dessen Tätigkeitsfelder in der Herstellung von Autoteilen für den Innenraum liegen.",257000000,859,2,tier1,Megatech Industries (Österreich),1918,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Baerlocher GmbH,baerlocher.com,Unterschleißheim,Bayern,DE,85716.0,089-14373-0,info@baerlocher.com,Industrie,"Baerlocher ist Hersteller von Additiven, Stabilisatoren und Gleitmitteln für die Kunststoffindustrie.",127790789,1200,2,tier1,Rosenthal,1823,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
BIA Gruppe,bia-kunststoff.de,Solingen,Nordrhein-Westfalen,DE,42655.0,0212-22330-0,vertrieb@bia-kunststoff.de,Industrie,"Die BIA Gruppe fertigt mit den drei Firmen BIA Kunststofftechnik, DHR Forst und Biacchessi galvanisierte Bauteile. Das beinhaltet neben der Galvanik auch die vor und nach gelagerten Prozesse Konstruktion, Werkzeugbau und Spritzguss.",131000000,1040,2,tier1,Püttbach,1996,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Bültel Bekleidungswerke GmbH,bueltel.com,Salzbergen,Niedersachsen,DE,48499.0,05976-27-0,info@bueltel.com,Textilindustrie,Die Bültel Bekleidungswerke produzieren und vertreiben Herrenoberbekleidung.,132900000,1882,2,tier1,Bültel,1964,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Saacke GmbH,saacke.com,Bremen,Bremen,DE,28237.0,0421-6495-0,info@saacke.de,Industrie,Saacke ist ein in der Feuerungstechnik aktives Unternehmen.,133598159,1100,2,tier1,Saacke,1931,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
WALA Heilmittel GmbH,wala.de,Bad Boll,Baden-Württemberg,DE,73087.0,07164-930-0,info@wala.de,Industrie,Wala entwickelt und fertigt homöopathische Arzneipräparate auf ganzheitlicher Basis.,135000000,1000,2,tier1,Hauschka (Stiftung),1935,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
PTC PressEngineering GmbH,scholpp.de,Oberhausen,Nordrhein-Westfalen,DE,46047.0,0208-81060-0,ptc@ptc.eu,Maschinenbau,"PTC Pressengineering ist ein Unternehmen, das seinen Schwerpunkt auf die Tätigkeitsfelder Konstruktion, Neubau und Überholung von Maschinen für die Blech- und Massivumformung richtet.",135000000,1200,2,tier1,Scholpp/Mueller,2000,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
Lumberg Holding GmbH & Co. KG,lumberg.de,Schalksmühle,Nordrhein-Westfalen,DE,58579.0,02355-83-01,info@lumberg.com,Industrie,Lumberg ist ein Hersteller von elektromechanischen Bauelementen und elektronischen Komponenten.,136500000,1090,2,tier1,Schmidt,1933,,,73.0,False,False,100,Familienunternehmen_V6; Research_xlsx,2,Head of Sales / Vertriebsleiter
